"Id","Name","AccountId","OwnerId","Amount","StageName","CreatedDate","CloseDate","Probability","Start_Date","End_Date","Record_Type_Name","AdvertiserName","Advertiser_Vertical","Type"
"c5c36484f874bae42d5f13311715bd05","Monk Home Loans's Mrs. Kujalová","5d05a824299936bbd843487d4dbd67e8","1f921f74f42e91ab7d4e5e0d23af1d9c","2238","Proposal","2015-01-30 20:28:29","2015-04-01","25","2015-04-01","2015-04-30","Agency Opportunity","McDonalds","Food & Beverage","New Business"
"c90e639ebaccaf23f09d3bf76697733c","Mission G's Mr. Šimek","5d05a824299936bbd843487d4dbd67e8","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Proposal","2015-01-30 20:31:39","2015-02-16","25","2015-04-01","2015-04-30","Agency Opportunity","Hennessy","Food & Beverage","Renewal Business"
"6ec7beca67a55e9f385fe65f7d3668d7","Budget Tapes & Records's Mr. Doan","fb6b1e5223c5d30506c61f0d27b0702d","76e6a1534fa167caeb59b67a8bded0cc","407","Closed Won","2015-01-30 21:54:51","2015-02-03","100","2015-01-30","2015-02-14","Agency Opportunity","Red Bull","CPG","Renewal Business"
"193df4285a9af569baa415a8019f2957","Powerbod's Ms. Kolářová","bbe3af36101959170be8f3383b1d89cf","c8379b222b0a1a7fa1e79e963f9fcd6a","34","Closed Won","2015-01-29 16:33:44","2015-02-03","100","2015-01-28","2015-02-28","Agency Opportunity","brookes brotheres","Media & Entertainment","Renewal Business"
"2e5f81566da4dc53d7ebffee7e0ee270","Klopfenstein's's Mrs. Urbanová","5977c125b72e9adb847e831134c62129","c8379b222b0a1a7fa1e79e963f9fcd6a","112","Closed Won","2015-01-29 17:07:03","2015-01-30","100","2015-02-01","2015-02-28","Direct Opportunity","Gupta Media","Media & Entertainment","Renewal Business"
"5079134924059a569af26498d3a612d0","Naturohair's Ms. Mikešová","385652a2cb21d82b48b0dc595ae1bf50","11d7086dd0897d20194b66ea220cfe66","1119","Negotiation/Review","2015-01-29 18:59:59","2015-02-22","50","2015-04-01","2015-04-30","Agency Opportunity","Brave Frontier","Media & Entertainment","New Business"
"d07bdf35e820f3098726bbaa1bf998b9","Signa Air's Dr. Baxová","da05cbab2d88eb9351c0141bef4c5428","11d7086dd0897d20194b66ea220cfe66","1119","Proposal","2015-01-29 19:02:36","2015-03-02","25","2015-04-01","2015-04-30","Agency Opportunity","Murad","CPG","New Business"
"a42a05fd45e0799ce25d7c42f33945dd","Aaronson Furniture's Mrs. Dvořáková","78da1ea936ac07819331aedd0987f0af","11d7086dd0897d20194b66ea220cfe66","1119","Qualification","2015-01-29 19:11:50","2015-02-22","10","2015-04-01","2015-05-01","Agency Opportunity","The Daily Burn","Other","New Business"
"435bd10b2eebbc024fbf2ddaf52fd54e","Brendle's's Mr. Pícha","1cfa201289a305901e7715b5a67da96f","1b103f9b2812bf7659d06b9d358e58b2","6713","Proposal","2015-01-29 19:46:19","2015-02-05","25","2015-04-01","2015-05-03","Agency Opportunity","Disney","Media & Entertainment","Renewal Business"
"7ca17db2c9f929e010e74aa115817c33","Stratacard's Mr. Máslo","ff2f62ab6418a60054c2403d532ff9d1","0af6ae4f7caab22aaa41d03114af90eb","0","Closed Lost","2015-01-29 21:26:04","2015-02-05","0","2015-02-14","2015-03-31","Agency Opportunity","Hyundai","Automotive","Renewal Business"
"7a06f58de621a02970b96bcb9c7e7981","Big Apple's Mr. Marek","bd42f76f34258262f6b17df2abebdb66","1b103f9b2812bf7659d06b9d358e58b2","448","Closed Lost","2015-01-30 04:09:39","2015-01-30","0","2015-02-02","2015-02-10","Agency Opportunity","UMG","Media & Entertainment","Renewal Business"
"949c456f5d943683d9857cf933875747","AdventureSports!'s Mr. Štěpánek","c5120a065ed5aecb4147207b7f09cf5a","f2e54b7393e2c14755769a655f304b43","1208","Closed Lost","2015-02-01 22:49:27","2015-02-11","0","2015-02-15","2015-02-28","Agency Opportunity","","Media & Entertainment","New Business"
"34332e7a3952320e597d18224044b6cf","Food Giant's Mrs. Vencová","45fa0eb11442fd494169a24f934ef8b1","e3223910123d6b2329af49416a57b4eb","1086","Closed Won","2015-02-02 09:44:42","2015-02-02","100","2015-02-02","2015-02-15","Agency Opportunity","Audi","Automotive","New Business"
"5bfc410c750cc9c660ad07a0e85ef0a8","New World's Mr. Bubla","3b94e564a91dde937659bf57a1c28c1a","8d2e720ad577e595b9bf84360cd3d3bb","311","Closed Won","2015-02-02 15:00:25","2015-03-03","100","2015-02-17","2015-03-13","Agency Opportunity","william hill","Media & Entertainment","Renewal Business"
"4de9bc8d9ca849e6287b6ea8b12b2e34","Brendle's's Ms. Šafaříková","76a1edb5bebb49cad928ed9805abd1de","c8379b222b0a1a7fa1e79e963f9fcd6a","134","Closed Won","2015-02-02 15:50:31","2015-02-09","100","2015-02-03","2015-02-17","Direct Opportunity","Sony Music Entertainment","Media & Entertainment","Renewal Business"
"9352ddfd8aebd165c4b9175053fa75c6","Afforda's Mrs. Pospíšilová","7dc567c86e4590bed0fc5fcfa0466f9b","2909daa60ab0c733678edeb43d8fa468","3356","Closed Won","2015-02-02 20:29:08","2015-03-03","100","2015-02-09","2015-03-31","Agency Opportunity","Chrysler","Automotive","Renewal Business"
"3bb1c659371b9559f3488ee3786c5ce1","Maxaprofit's Ms. Frýbová","3f5d2b4394f4daf4c9e67a809748582a","0af6ae4f7caab22aaa41d03114af90eb","4475","Closed Lost","2015-02-02 21:32:30","2015-02-09","0","2015-04-01","2015-05-15","Agency Opportunity","","Travel","New Business"
"127fa50de875b9da0625c824abb3e6b1","Food Giant's Mr. Plch","55a8c60c0edef0e27c97d767673111ca","c8379b222b0a1a7fa1e79e963f9fcd6a","86","Closed Won","2015-02-03 10:32:20","2015-02-09","100","2015-02-04","2015-02-10","Agency Opportunity","EDC","Media & Entertainment","Renewal Business"
"9bc095953819a09ac2458c74711c23c1","J. B. Van Sciver's Mr. Vorlíček","afd5065c8521dffb307faac1f15ec0fe","c8379b222b0a1a7fa1e79e963f9fcd6a","286","Closed Won","2015-02-03 11:40:44","2015-02-08","100","2015-02-06","2015-02-15","Agency Opportunity","Bakermat","Media & Entertainment","Renewal Business"
"731c823834d93fb20eef60940cb74184","Patterson-Fletcher's Ms. Kluzová","ef1ea0afab6ab7a5c8938c225b111428","76e6a1534fa167caeb59b67a8bded0cc","48","Closed Won","2015-02-03 13:16:28","2015-02-03","100","2015-01-01","2015-01-31","Agency Opportunity","","Other","Renewal Business"
"dadb3b2564810f5b390bdd059f64a7a8","Circus World's Ms. Davidová","0111bd333502ece7839dcabbb39c2b03","76e6a1534fa167caeb59b67a8bded0cc","353","Closed Won","2015-02-03 14:32:40","2015-02-03","100","2015-01-01","2015-01-31","Agency Opportunity","","Other","Renewal Business"
"571f6749eb8a372f5fa97eb2d30fc737","Golden Dawn's Mrs. Kotrčová","3d17a548d522e8dfa015dbc4dd6b4d3a","8fb5c8ff0a4614939d89b4f6da584c39","3165","Closed Won","2015-02-03 16:44:48","2015-02-06","100","2015-01-01","2015-02-28","Direct Opportunity","Amazon A9","Technology","Renewal Business"
"a47deec5256b748ca69fe69e74ec70f1","Pro-Care Garden Maintenance's Mr. Jeřábek","91cbecf499d2eab8cab34938b42e894a","d3faded1ebfc824d7a2edfc6263b09e4","0","Proposal","2015-02-03 17:51:26","2015-02-03","25","2015-05-01","2015-08-01","Agency Opportunity","Frappuccino","Food & Beverage","New Business"
"842f45d3908ec24cd8f923b248e750a1","Strategic Profit's Mr. Bumbálek","02f6f8dfeeed98fc3040d9d03dbd7014","0719f9b9625b97f8a014cdffbeab01f8","2238","Closed Won","2015-01-15 21:23:37","2015-03-02","100","2015-03-09","2015-05-17","Agency Opportunity","Colgate","CPG","New Business"
"b6a2ef77dadf3600cab11b412b712c7e","Mages's Mrs. Voňková","ed51729c36a59396ecbf218cb6224c2e","1c70407c079df3d86c8a4f20e7078da9","134","Closed Won","2015-01-15 22:25:31","2015-01-20","100","2015-01-20","2015-02-01","Direct Opportunity","Universal Music Canada","Media & Entertainment","Renewal Business"
"feb94efec42b577e631ef0beb8b122d7","Red Baron Electronics's Mr. Bušek","3e31f2e87d74463a36b31c231d0d8370","76e6a1534fa167caeb59b67a8bded0cc","40","Closed Won","2015-01-15 23:00:23","2015-01-16","100","2015-01-17","2015-02-17","Agency Opportunity","Claro","Telecommunications","Renewal Business"
"2fa14437748cde74fe8010d269280723","Choices's Ms. Gregorová","7e8c1bdf1369ad4b754b45bad1e678ac","8d2e720ad577e595b9bf84360cd3d3bb","45","Closed Won","2015-01-16 09:47:48","2015-01-19","100","2015-02-04","2015-02-06","Agency Opportunity","warner movies","Media & Entertainment","Renewal Business"
"21a71ffb2a19b163caa7ef8153654b12","Adapt's Ms. Doležalová","59ba10b4541f6d728c97ccb2db8c5fac","c8379b222b0a1a7fa1e79e963f9fcd6a","150","Closed Won","2015-01-16 14:40:18","2015-01-19","100","2015-01-19","2015-01-24","Agency Opportunity","Above&Beyond","Media & Entertainment","Renewal Business"
"16fd1418b2fc6ddae3715c74d96c367c","Integra Wealth Planners's Mr. Balvín","59ba10b4541f6d728c97ccb2db8c5fac","c8379b222b0a1a7fa1e79e963f9fcd6a","111","Closed Won","2015-01-16 14:57:03","2015-01-19","100","2015-01-17","2015-02-14","Agency Opportunity","DJ Fresh","Media & Entertainment","Renewal Business"
"ca38792ddc61d0cca8e389d1e0303864","Fisher Foods's Ms. Jirásková","e3a6a714ef820634f9ea628054ed790b","c8379b222b0a1a7fa1e79e963f9fcd6a","168","Closed Lost","2015-01-16 15:58:19","2015-01-19","0","2015-01-19","2015-01-25","Direct Opportunity","Warner Bros Records","Media & Entertainment","Renewal Business"
"db67d4dc08426659d77e1c96b88d0443","Express Merchant Service's Mrs. Rousová","e3a6a714ef820634f9ea628054ed790b","c8379b222b0a1a7fa1e79e963f9fcd6a","126","Closed Won","2015-01-16 16:05:54","2015-01-26","100","2015-01-20","2015-01-26","Direct Opportunity","Warner Bros Records","Media & Entertainment","Renewal Business"
"06f93a8f19dc9eda3c6260d8e1c84651","Pergament Home Centers's Ms. Šťastná","c320d3c54c8e425a73c9d6bd83db9c2b","c8379b222b0a1a7fa1e79e963f9fcd6a","29","Closed Won","2015-01-16 17:59:04","2015-02-02","100","2015-01-16","2015-01-18","Agency Opportunity","slaves","Media & Entertainment","Renewal Business"
"ae08ae71b9349363cbba6ed041ec1138","Independent Investors's Mrs. Starečková","8836f3ca75c68c7c3948d287c2384361","23e8e17976f8d9a7f3bafaf9536320e1","0","Prospecting","2015-01-14 23:46:36","2015-02-01","5","2015-02-01","2015-02-01","Agency Opportunity","Safeway","Food & Beverage","New Business"
"fdecdc26a173e702220339d9110bea75","Netcore's Ms. Antlová","51b815347cb58df26b4bacf10d129b0f","5faf736d4976f21781ffd43ee96f22e5","895","Closed Lost","2015-01-16 20:50:01","2015-02-23","0","2015-03-02","2015-04-27","Agency Opportunity","Disney Parks","Media & Entertainment","New Business"
"17cecb55f12d6d860fd005e127a5bc58","Powerbod's Ms. Veselská","7967ab005b53421b789a1ea74efb69ce","5faf736d4976f21781ffd43ee96f22e5","448","Closed Lost","2015-01-16 21:17:38","2015-03-16","0","2015-03-02","2015-04-30","Direct Opportunity","Another Planet Entertainment","Media & Entertainment","New Business"
"900c4c69073c579915ca9e6f26e13e51","Franklin Simon's Mr. Matějíček","c6bfb27011e640e177aa0516c5133980","5faf736d4976f21781ffd43ee96f22e5","2372","Qualification","2015-01-16 21:35:02","2015-03-03","10","2015-03-09","2015-04-28","Agency Opportunity","Mini","Automotive","New Business"
"f1109e2716daa5d5d7233e798dbd61ce","Great American Music's Mrs. Hlinovská","793e027945c8adce888004ae81c5a36e","8d2e720ad577e595b9bf84360cd3d3bb","269","Closed Won","2015-01-15 10:10:57","2015-01-23","100","2015-02-02","2015-02-11","Agency Opportunity","pandora","Automotive","Renewal Business"
"dfcb761ffdf456b1b5f5db6cc6ac3199","Rose Records's Mr. Andrlík","252395e17330b62408d6b10b7533165a","c8379b222b0a1a7fa1e79e963f9fcd6a","50","Closed Won","2015-01-15 13:39:29","2015-02-09","100","2015-01-19","2015-01-25","Direct Opportunity","Warner Music NL","Media & Entertainment","Renewal Business"
"dddb044b438b68909c646af619f699b6","The Original House of Pies's Mr. Škopek","126fd35b0ffae3c7c689e3ee8551c7c7","76e6a1534fa167caeb59b67a8bded0cc","328","Closed Won","2015-01-15 14:25:27","2015-01-16","100","2015-01-17","2015-01-27","Agency Opportunity","Intermache","Retail","New Business"
"ccc458a429e0317bf91a5ddb4db4d29b","Twin Food Stores's Mrs. Machová","393866c3035eb098445b652cb3d8ea84","1f921f74f42e91ab7d4e5e0d23af1d9c","2238","Proposal","2015-01-15 17:01:21","2014-07-31","25","2015-04-01","2015-04-30","Agency Opportunity","Revlon","CPG","New Business"
"84109e5633ae5c6ebd77c0849ce897c7","Electric Avenue's Mr. Krtička","393866c3035eb098445b652cb3d8ea84","1f921f74f42e91ab7d4e5e0d23af1d9c","4475","Proposal","2015-01-15 17:55:15","2014-07-31","25","2015-04-03","2015-09-03","Agency Opportunity","Revlon","CPG","New Business"
"4713b8108ae6c7c2e8ad3ef4e3964ebb","Hechinger's Mrs. Valentová","b67fbab32332963aa85ef08c7db558d2","1f921f74f42e91ab7d4e5e0d23af1d9c","1119","Closed Won","2015-01-15 18:03:11","2015-02-17","100","2015-02-18","2015-03-31","Direct Opportunity","Mediavest","Technology","New Business"
"c68fc3c2d42707bd55e83f2d2d374cb1","Custom Lawn Service's Ms. Anderlová","0bd7b2c80f066dcc3d99ed31a1f6395a","d3faded1ebfc824d7a2edfc6263b09e4","224","Closed Won","2015-01-15 18:08:20","2015-02-06","100","2015-04-01","2015-06-01","Agency Opportunity","Spring Awakening","Media & Entertainment","Renewal Business"
"b6f77669280d46d9ecc50a8b80919809","Northern Reflections's Mr. ﻿Novotný","f5c0fac867379fab9ee5e92c134140f7","1f921f74f42e91ab7d4e5e0d23af1d9c","2238","Proposal","2015-01-15 20:50:22","2015-04-01","25","2015-04-01","2015-04-30","Agency Opportunity","Choice Hotels","Travel","New Business"
"f38305d45e2fa427f27cad449561a566","Monmax's Mr. Hrubeš","06c0b954b0d2088e3da2132d1ba96f31","8fb5c8ff0a4614939d89b4f6da584c39","1273","Closed Won","2015-02-04 20:17:16","2015-02-04","100","2015-01-01","2015-02-28","Direct Opportunity","AdMarvel","Media & Entertainment","Renewal Business"
"9cad06e768e5872bfc634bff3558ac9b","MegaSolutions's Mr. Trnka","a45f41bda847617def70ead149991b3f","8fb5c8ff0a4614939d89b4f6da584c39","383","Closed Won","2015-02-04 20:22:03","2015-02-04","100","2015-01-01","2015-02-28","Direct Opportunity","Nexage UK","Media & Entertainment","Renewal Business"
"22ae9442e13dd132ae0c393eed6add7a","Mervyn's's Dr. Váchová","a45f41bda847617def70ead149991b3f","d1e054eb9ea66c3338555b8f72e64743","23","Closed Won","2015-02-04 20:25:09","2015-02-04","100","2015-01-01","2015-02-28","Direct Opportunity","Nexage UK","Media & Entertainment","Renewal Business"
"6f1ee5408eceeba3f806b45f56504ff1","Creative Wealth's Mr. Nosek","22a722a7212636c945c17ef2176d7e60","8fb5c8ff0a4614939d89b4f6da584c39","383","Closed Won","2015-02-04 20:38:23","2015-02-09","100","2015-01-01","2015-02-28","Direct Opportunity","InMobi Media","Media & Entertainment","Renewal Business"
"e8a4017ad34b86a6aaddce969f2d7830","Crazy Tiger's Mr. Táborský","6c66f7dbaf44818c2cd44d3ab45795de","ff453323a86798a3637badcd32a7c426","44752","Proposal","2015-02-04 20:39:11","2015-02-04","25","2015-05-11","2015-12-31","Agency Opportunity","Intel","Electronics","New Business"
"9e99637f4c990e45ffd6650f02dfa606","Weathervane's Mr. Kolouch","3a8280eb17a5df7d85be9c4e6755c9a5","1c70407c079df3d86c8a4f20e7078da9","448","Closed Won","2015-02-04 20:58:43","2015-02-10","100","2015-02-09","2015-03-02","Direct Opportunity","Def Jam Records","Media & Entertainment","Renewal Business"
"de358c71a86fa5ae90cb1c299d92b8ce","'s Ms. Hájková","22a722a7212636c945c17ef2176d7e60","d1e054eb9ea66c3338555b8f72e64743","185","Closed Won","2015-02-04 20:45:09","2015-02-09","100","2015-01-01","2015-02-28","Direct Opportunity","InMobi Media","Media & Entertainment","Renewal Business"
"18dc0af25500beae34fb3818a08140e3","Realty Solution's Mr. Halama","c0b96a2e2d3e09bd0c15a831662ce2dd","d3faded1ebfc824d7a2edfc6263b09e4","671","Proposal","2015-02-04 21:43:13","2015-02-27","25","2015-04-01","2015-05-31","Direct Opportunity","NCM Media Networks","Insurance","New Business"
"4394219167cbe9569114d7caa9a9954e","Standard Food's Mr. Vágner","9a00506d37d2fa1d30d2e19f34b59b81","8fb5c8ff0a4614939d89b4f6da584c39","612","Closed Won","2015-02-04 22:17:55","2015-02-04","100","2015-01-01","2015-02-28","Direct Opportunity","Verve","Media & Entertainment","Renewal Business"
"72b2c04d4f1bfd096d95cb89be7f3ba2","The Lawn Guru's Ms. Baťková","3d17a548d522e8dfa015dbc4dd6b4d3a","d1e054eb9ea66c3338555b8f72e64743","5723","Closed Won","2015-02-03 20:33:02","2015-02-09","100","2015-01-01","2015-02-28","Agency Opportunity","Amazon A9","Technology","Renewal Business"
"fc61a380303fd688ccb15d9747565bda","American Wholesale Club's Mrs. Ungrová","c33f52551072d762fdd40e886a83d95e","e3223910123d6b2329af49416a57b4eb","104","Closed Won","2015-02-05 12:34:55","2015-02-05","100","2015-01-01","2015-01-31","Agency Opportunity","","Other","New Business"
"5f0957240fb930422e8abc340e9c4b51","Henry's Hamburgers's Mr. Strejček","afd5065c8521dffb307faac1f15ec0fe","c8379b222b0a1a7fa1e79e963f9fcd6a","143","Closed Won","2015-02-05 11:31:09","2015-02-17","100","2015-02-07","2015-02-15","Agency Opportunity","Sony","Media & Entertainment","Renewal Business"
"4b4ab8e34813dddd56d8f16b3d300ef6","Bay Furniture's Mr. Picek","45fa0eb11442fd494169a24f934ef8b1","e3223910123d6b2329af49416a57b4eb","128","Closed Won","2015-02-05 11:42:44","2015-02-11","100","2015-02-04","2015-02-15","Agency Opportunity","Mercedes Benz","Automotive","New Business"
"eec0f37828589be4e6dcbb4c2dbf311d","Intelli Wealth Group's Mrs. Čermáková","45fa0eb11442fd494169a24f934ef8b1","e3223910123d6b2329af49416a57b4eb","592","Closed Won","2015-02-05 12:02:14","2015-02-05","100","2015-01-01","2015-01-31","Agency Opportunity","","Other","Renewal Business"
"2495d4144be9b86905f76b58dc575546","Standard Food's Mrs. Kudrnová","56764b1da0e04fb2cbc4c9691a0dda8c","6ac82a017b9e5bc86846d04ec34088a4","26851","Closed Won","2015-02-03 21:23:25","2015-02-10","100","2015-01-21","2015-06-30","Direct Opportunity","Beats Music","Media & Entertainment","Renewal Business"
"1efbb41e00550c8fe02cf145fa4c3e39","Chief Auto Parts's Mr. Panáček","29fcfb0e58d5ffe38b90cd772e85d59b","e3223910123d6b2329af49416a57b4eb","609","Closed Won","2015-02-05 12:25:10","2015-02-05","100","2015-01-01","2015-01-31","Agency Opportunity","","Other","New Business"
"7935ec3f96d1ac686a373d53150e3111","Crafts & More's Mrs. Kohoutková","e6760db638a944cb18d0ba8089ce4f19","0719f9b9625b97f8a014cdffbeab01f8","251","Closed Lost","2015-02-03 21:56:57","2015-02-17","0","2015-02-17","2015-03-03","Agency Opportunity","Imagine Dragons","Media & Entertainment","Renewal Business"
"fa294951a9737db6915385422c77cec2","Olympic Sports's Mr. Zítko","e3a6a714ef820634f9ea628054ed790b","c8379b222b0a1a7fa1e79e963f9fcd6a","538","Closed Won","2015-02-05 15:18:21","2015-02-09","100","2015-02-07","2015-02-20","Direct Opportunity","Warner Bros Records","Media & Entertainment","Renewal Business"
"91cd0d1bc0f5f6983a26e457499b24a4","Dee's Drive-In's Mr. Soldát","5db842db18f3ded044a81448a144384d","e3223910123d6b2329af49416a57b4eb","117","Closed Won","2015-02-05 15:25:26","2015-02-05","100","2015-01-01","2015-01-31","Agency Opportunity","","Ad Network","New Business"
"e2aa47d819cbb8be530d014e70e06ac0","Levitz Furniture's Mr. Baláž","c320d3c54c8e425a73c9d6bd83db9c2b","c8379b222b0a1a7fa1e79e963f9fcd6a","114","Closed Won","2015-02-05 16:29:22","2015-02-09","100","2015-02-08","2015-02-08","Agency Opportunity","NeYo","Media & Entertainment","Renewal Business"
"ec775d4b4515952529711bd7b0578439","Thalhimers's Mr. Hubáček","59ba10b4541f6d728c97ccb2db8c5fac","c8379b222b0a1a7fa1e79e963f9fcd6a","200","Closed Won","2015-02-05 17:39:38","2015-02-09","100","2015-02-06","2015-02-28","Agency Opportunity","Charli XCX","Media & Entertainment","Renewal Business"
"ab12ad5fb9f4292961ef6fbe6111f998","Chief Auto Parts's Ms. Rážová","595d1a100e8d9abf986d90b247de447d","0af6ae4f7caab22aaa41d03114af90eb","448","Closed Lost","2015-02-05 17:22:15","2015-02-05","0","2015-02-08","2015-02-21","Agency Opportunity","","Media & Entertainment","New Business"
"32658f3361fb602b5c42dad6ee4a0d89","Handyman's Mr. Šedivý","59ba10b4541f6d728c97ccb2db8c5fac","c8379b222b0a1a7fa1e79e963f9fcd6a","57","Closed Lost","2015-02-05 17:46:39","2015-02-06","0","2015-02-18","2015-03-08","Agency Opportunity","","Media & Entertainment","Renewal Business"
"97865c67f7ab76aff01690732773322c","Datacorp's Ms. Horváthová","59ba10b4541f6d728c97ccb2db8c5fac","c8379b222b0a1a7fa1e79e963f9fcd6a","52","Closed Won","2015-02-05 17:28:01","2015-02-09","100","2015-02-06","2015-02-11","Agency Opportunity","DJ Fresh","Media & Entertainment","Renewal Business"
"f1b997354b8f193f6dad5cce2748b535","Morville's Mr. Žaba","fb6b1e5223c5d30506c61f0d27b0702d","76e6a1534fa167caeb59b67a8bded0cc","341","Closed Won","2015-02-05 17:31:28","2015-02-17","100","2015-02-04","2015-04-05","Agency Opportunity","2 White","Other","Renewal Business"
"888678b8acb358c55e39b1c909560f95","Total Sources's Mrs. Kolářová","bd42f76f34258262f6b17df2abebdb66","1b103f9b2812bf7659d06b9d358e58b2","269","Closed Lost","2015-02-05 19:13:41","2015-02-12","0","2015-03-10","2015-03-23","Agency Opportunity","UMG","Media & Entertainment","Renewal Business"
"b72d196c2f11d2d487b2715134276747","Carrols Restaurant Group's Mr. John","5db842db18f3ded044a81448a144384d","e3223910123d6b2329af49416a57b4eb","0","Closed Lost","2015-02-04 10:40:50","2015-02-04","0","2015-01-01","2015-03-31","Agency Opportunity","Primedia Radio","Media & Entertainment","Renewal Business"
"cb2ffa1418d16c5d266b1b93a74120b0","Spaceage Stereo's Mr. Steinbauer","fb6b1e5223c5d30506c61f0d27b0702d","76e6a1534fa167caeb59b67a8bded0cc","105","Closed Won","2015-02-04 12:07:26","2015-02-12","100","2015-02-04","2015-03-03","Agency Opportunity","Heineken cities","Food & Beverage","Renewal Business"
"0b1fada4e51399ba5f73c5ec3341ed1a","Magik Lamp's Mr. Hanus","8176dd0323e901e72ba0505a3abf9311","8d2e720ad577e595b9bf84360cd3d3bb","281","Closed Won","2015-02-04 12:26:04","2015-02-09","100","2015-02-06","2015-03-30","Agency Opportunity","Live nation","Media & Entertainment","Renewal Business"
"0269183c14e1b22c4c93fc5d6b52402a","Patterson-Fletcher's Mr. Kohout","9a00506d37d2fa1d30d2e19f34b59b81","8fb5c8ff0a4614939d89b4f6da584c39","9","Closed Won","2015-02-05 20:46:09","2015-02-05","100","2015-01-01","2015-02-28","Direct Opportunity","Verve","Media & Entertainment","Renewal Business"
"d8d9f4abcc1160dc25f77dfafc0bc4ab","Holly Tree Inn's Mrs. Loskotová","d707c3596873fea04f29024346341031","8fb5c8ff0a4614939d89b4f6da584c39","790","Closed Won","2015-02-05 20:49:41","2015-02-05","100","2015-01-01","2015-02-28","Direct Opportunity","MoPub","Media & Entertainment","Renewal Business"
"296d75a59d718b8e36a8dad03f2deae3","Camelot Music's Mr. Mrázek","eb2dcd593e154801529fb2ca07dcc41b","8fb5c8ff0a4614939d89b4f6da584c39","125","Closed Won","2015-02-05 20:53:35","2015-02-09","100","2015-01-01","2015-02-28","Direct Opportunity","JumpTap, Inc.","Media & Entertainment","Renewal Business"
"5c65f61dc84802ddc3417f2751aebac9","Coast to Coast Hardware's Mr. Strážnický","e1bb826c98afa95512b34ac823469820","1c70407c079df3d86c8a4f20e7078da9","90","Closed Lost","2015-02-05 21:00:20","2015-02-06","0","2015-02-24","2015-03-24","Direct Opportunity","Verve Music Group","Media & Entertainment","New Business"
"51dbbe0eaa28cc52a650883b8ff8d8fe","Sky High Financial Advice's Mrs. Volná","526ed9a70e5ded1d4b69047028fa025f","1c70407c079df3d86c8a4f20e7078da9","1790","Closed Lost","2015-02-05 21:36:22","2015-02-09","0","2015-03-02","2015-04-05","Direct Opportunity","Live Nation","Media & Entertainment","Renewal Business"
"67723524e37f592ff871c98a9ac40f0f","id Boutiques's Mr. Šafář","13c486cb73c83be961884838dfd60cc8","5faf736d4976f21781ffd43ee96f22e5","663","Closed Won","2015-02-05 21:42:41","2015-03-02","100","2015-03-02","2015-03-17","Agency Opportunity","iTunes","Media & Entertainment","Renewal Business"
"8bcf3b06a2ae83973281f823bfa41287","Maurice The Pants Man's Mr. Marek","13c486cb73c83be961884838dfd60cc8","5faf736d4976f21781ffd43ee96f22e5","656","Closed Won","2015-02-05 21:48:56","2015-03-25","100","2015-03-14","2015-03-28","Agency Opportunity","iTunes","Media & Entertainment","Renewal Business"
"8c2c0eeeaed4a6d186c232be997d3918","Mr. Good Buys's Mr. Nguyen","635b1e8c4ac9207142da7555bdfc3e81","11d7086dd0897d20194b66ea220cfe66","1119","Qualification","2015-02-05 21:49:20","2015-02-22","10","2015-04-01","2015-05-01","Direct Opportunity","H&M","Retail","New Business"
"bce40aab2695cd3b6d7ed7184e14370f","Cut Rite's Ms. Valešová","6603a3551ff0beeffbe8e787edb26e2b","11d7086dd0897d20194b66ea220cfe66","1119","Proposal","2015-02-05 21:52:50","2015-02-22","25","2015-04-01","2015-05-01","Direct Opportunity","SquareSpace","Technology","New Business"
"bf99d01f476784527a224fb4977650a9","Cardinal Stores's Mr. Pecha","89c5828c1f2239564e482867bac3d92f","11d7086dd0897d20194b66ea220cfe66","671","Qualification","2015-02-05 21:54:39","2015-03-03","10","2015-04-01","2015-05-01","Direct Opportunity","Eicoff","Finance","New Business"
"627ed05c098fc3195b36484986524be9","Mission G's Ms. Maňasová","13c486cb73c83be961884838dfd60cc8","5faf736d4976f21781ffd43ee96f22e5","1790","Proposal","2015-02-05 21:55:50","2015-04-01","25","2015-04-01","2015-06-30","Agency Opportunity","iTunes","Media & Entertainment","Renewal Business"
"4d05f01598c7e8725acaedaced0bfbcf","Beatties's Mr. Krejčí","749011b683b3288e2683a8b68b969963","8fb5c8ff0a4614939d89b4f6da584c39","1875","Closed Won","2015-02-05 22:40:07","2015-02-05","100","2015-01-01","2015-02-28","Agency Opportunity","Appnexus","Media & Entertainment","Renewal Business"
"9bae4cbaf3c01e0a3163034b38232b24","Vibrant Man's Mr. Pospíšil","5cc2719e6cbc9777d48892f02360121a","8fb5c8ff0a4614939d89b4f6da584c39","225","Closed Won","2015-02-05 22:44:15","2015-02-05","100","2015-01-01","2015-02-28","Direct Opportunity","Millenial Media","Media & Entertainment","Renewal Business"
"e099da1ed4f77b99c913564ea0ee78d1","Gantos's Mr. Lukšík","c2e32d5f99915a8058dd540df70073cb","1c70407c079df3d86c8a4f20e7078da9","448","Closed Won","2015-02-04 17:40:54","2015-02-06","100","2015-02-24","2015-03-01","Direct Opportunity","RCA Records","Media & Entertainment","Renewal Business"
